name	rank	mean_percent	total_reads
Kluyveromyces	G	0.13	4
Kluyveromyces lactis	S	0.07	1
Kluyveromyces marxianus	S	0.10333333333333333	3
Kluyveromyces marxianus DMKU3-1042	S1	0.10333333333333333	3
Kwoniella	G	0.4089156626506024	99
Kwoniella botswanensis	S	0.40459459459459457	83
Kwoniella dejecticola	S	0.18	4
Kwoniella dejecticola CBS 10117	S1	0.18	4
Kwoniella dendrophila	S	0.16	2
Kwoniella dendrophila CBS 6074	S1	0.16	2
Kwoniella europaea	S	0.45333333333333337	4
Kwoniella europaea PYCC6329	S1	0.45333333333333337	4
Kwoniella mangrovensis	S	0.2	1
Kwoniella mangroviensis CBS 8507	S1	0.2	1
Kwoniella pini	S	0.07	1
Kwoniella pini CBS 10737	S1	0.07	1
Kwoniella shivajii	S	0.3325	4
Leotiomycetes	C	0.42615384615384616	14
Lodderomyces	G	0.3025	17
Lodderomyces beijingensis	S	0.26	6
Lodderomyces elongisporus	S	0.2972727272727273	11
Magnaporthales	O	4.55	1
Malacalcyonacea	O	87.49968449931413	149713
Mammalia	C	1.030863309352518	159
Metarhizium	G	0.09	1
Metarhizium brunneum	S	0.09	1
Metazoa	K	87.71227709190673	149899
Methanobacteria	C	0.06	1
Methanobacteriaceae	F	0.06	1
Methanobacteriales	O	0.06	1
Methanobacteriati	K	0.15	5
Methanobacteriota	P	0.15	5
Methanomada group	P1	0.06	1
Methanomicrobia	C	0.21	1
Methanosarcina	G	0.21	1
Methanosarcina barkeri	S	0.21	1
Methanosarcinaceae	F	0.21	1
Methanosarcinales	O	0.21	1
Methanothermobacter	G	0.06	1
Methanothermobacter tenebrarum	S	0.06	1
Metschnikowiaceae	F	0.08	1
Mucoromycota	P	0.21	2
Mycosphaerellaceae	F	0.49333333333333335	3
Mycosphaerellales	O	0.49333333333333335	3
Natronomonadaceae	F	0.07	1
Naumovozyma	G	0.33	9
Naumovozyma castellii	S	0.32	6
Naumovozyma dairenensis	S	0.3466666666666667	3
Naumovozyma dairenensis CBS 421	S1	0.3466666666666667	3
Nectriaceae	F	0.355	40
Neurospora	G	0.8572727272727273	12
Neurospora crassa	S	0.8572727272727273	12
Neurospora crassa OR74A	S1	0.8572727272727273	12
Nitrosopumilaceae	F	0.655	2
Nitrosopumilales	O	0.655	2
Nitrosopumilus	G	0.655	2
Nitrosopumilus piranensis	S	0.93	1
Nitrosopumilus sp.	S	0.38	1
Nitrososphaeria	C	0.4866666666666667	3
Nitrososphaerota	P	0.3875	4
Nitrososphaerota incertae sedis	P1	0.09	1
Octocorallia	C1	87.49968449931413	149713
Onygenaceae	F	0.09	1
Onygenales	O	0.09	1
Ophiocordycipitaceae	F	0.41648148148148145	61
Opisthokonta	R3	88.02544581618656	150431
Penicillium	G	0.41000000000000003	2
Penicillium oxalicum	S	0.26	1
Penicillium psychrofluorescens	S	0.56	1
Pezizomycotina	P2	0.698076923076923	269
Pichiomycetes	C	0.566046511627907	48
Pleosporaceae	F	0.22	1
Pleosporales	O	0.30333333333333334	6
Pleosporineae	O1	0.30333333333333334	6
Pleosporomycetidae	C1	0.30333333333333334	6
Plexauridae	F	87.49968449931413	149713
Pochonia	G	0.43	1
Pochonia chlamydosporia	S	0.43	1
Pochonia chlamydosporia 170	S1	0.43	1
Podospora	G	0.22833333333333333	6
Podospora bellae-mahoneyi	S	0.13333333333333333	3
Podosporaceae	F	0.22833333333333333	6
Primates	O	1.030863309352518	159
Psilocybe	G	0.14500000000000002	2
Psilocybe cubensis	S	0.14500000000000002	2
Puccinia	G	0.3933333333333333	4
Puccinia striiformis	S	0.12	3
Puccinia striiformis f. sp. tritici	S1	0.12	3
Puccinia triticina	S	0.94	1
Pucciniaceae	F	0.3933333333333333	4
Pucciniales	O	0.3933333333333333	4
Pucciniomycetes	C	0.3933333333333333	4
Pucciniomycotina	P1	0.3933333333333333	4
Purpureocillium	G	0.381	10
Purpureocillium takamizusanense	S	0.381	10
Pyricularia	G	4.55	1
Pyricularia oryzae	S	4.55	1
Pyricularia oryzae 70-15	S1	4.55	1
Pyriculariaceae	F	4.55	1
Remersonia	G	0.37285714285714283	7
Remersonia thermophila	S	0.37285714285714283	7
Rhizophagus	G	0.21	2
Rhizophagus irregularis	S	0.21	2
Saccharomyces	G	0.38	2
Saccharomyces cerevisiae	S	0.4	1
Saccharomyces cerevisiae S288C	S1	0.4	1
Saccharomyces eubayanus	S	0.36	1
Saccharomycetaceae	F	0.4011764705882353	21
Saccharomycetales	O	0.4011764705882353	21
Saccharomycetes	C	0.391578947368421	23
Saccharomycodaceae	F	0.31	2
Saccharomycodales	O	0.31	2
Saccharomycodes	G	0.31	2
Saccharomycodes ludwigii	S	0.31	2
Saccharomycotina	P2	0.5073529411764706	82
Sarcopterygii	P6	1.030863309352518	159
Scheffersomyces	G	0.95	1
Scheffersomyces stipitis	S	0.95	1
Scheffersomyces stipitis CBS 6054	S1	0.95	1
Sclerotiniaceae	F	0.42615384615384616	14
Serinales	O	0.566046511627907	48
Simiiformes	O2	1.030863309352518	159
Sordaria	G	0.42	1
Sordaria macrospora	S	0.42	1
Sordariaceae	F	0.8208333333333333	13
Sordariales	O	0.639375	34
Sordariales incertae sedis	O1	0.37285714285714283	7
Sordariomycetes	C	0.6487248322147651	207
Sordariomycetidae	C1	0.7578787878787878	35
Sporisorium	G	1.0150000000000001	2
Sporisorium graminicola	S	1.0150000000000001	2
Stenosarchaea group	P1	0.17250000000000001	4
Strophariaceae	F	0.14500000000000002	2
Sugiyamaella	G	0.15	1
Sugiyamaella lignohabitans	S	0.15	1
Sulfolobaceae	F	0.14500000000000002	2
Sulfolobales	O	0.14500000000000002	2
Talaromyces	G	1.30625	8
Talaromyces marneffei	S	0.07	1
Talaromyces rugulosus	S	1.4828571428571429	7
Talaromyces sect. Islandici	G1	1.4828571428571429	7
Talaromyces sect. Talaromyces	G1	0.07	1
Teleostomi	P4	1.030863309352518	159
Tetrapisispora	G	0.6799999999999999	2
Tetrapisispora phaffii	S	0.6799999999999999	2
Tetrapisispora phaffii CBS 4417	S1	0.6799999999999999	2
Tetrapoda	P8	1.030863309352518	159
Theria	C1	1.030863309352518	159
Thermoproteati	K	0.3066666666666667	6
Thermoprotei	C	0.14500000000000002	2
Thermoproteota	P	0.14500000000000002	2
Thermothelomyces	G	0.06	1
Thermothelomyces thermophilus	S	0.06	1
Thermothelomyces thermophilus ATCC 42464	S1	0.06	1
Thermothielavioides	G	0.37	6
Thermothielavioides terrestris	S	0.37	6
Thermothielavioides terrestris NRRL 8126	S1	0.37	6
Tremellales	O	0.41195402298850575	104
Tremellomycetes	C	0.40655555555555556	107
Trichocomaceae	F	1.30625	8
Trichoderma	G	1.8183333333333334	6
Trichoderma asperellum	S	0.42	3
Trichoderma atroviride	S	4.665	2
Trichoderma breve	S	0.32	1
Trichomonascaceae	F	0.15	1
Trichosporonaceae	F	0.25	3
Trichosporonales	O	0.25	3
Ustilaginaceae	F	1.0150000000000001	2
Ustilaginales	O	1.0150000000000001	2
Ustilaginoidea	G	0.25	3
Ustilaginoidea virens	S	0.25	3
Ustilaginomycetes	C	1.0150000000000001	2
Ustilaginomycotina	P1	1.0150000000000001	2
Vertebrata	P2	1.030863309352518	159
Yarrowia	G	0.14200000000000002	5
Yarrowia lipolytica	S	0.14200000000000002	5
Zygosaccharomyces	G	0.07	1
Zygosaccharomyces rouxii	S	0.07	1
cellular organisms	R1	88.03001371742113	150447
dothideomyceta	P4	0.36666666666666664	9
leotiomyceta	P3	0.698076923076923	269
root	R	88.03001371742113	150447
saccharomyceta	P1	0.7469736842105263	371
sordariomyceta	P4	0.6551282051282051	221
unclassified	U	12.51931914893617	20338
unclassified Nitrosopumilus	G1	0.38	1
