specimen_id,chrom,n_positions,mean_coverage,median_coverage,sd_coverage,mean_methylation_5mC,positions_10x,pct_positions_10x
USNM_51861,CBDDTY010000036.1,69195,1.3260784738781703,1,0.8606367414224684,3.532351195994808,126,0.1820940819423369
USNM_51861,CBDDTY010000035.1,57627,1.4176340951290194,1,0.9674159003867664,3.112169100329722,83,0.14402970829645825
USNM_51861,CBDDTY010000031.1,56591,1.4341326359315085,1,1.0572098615203582,4.093367697594502,132,0.23325263734516088
USNM_51861,CBDDTY010000015.1,51823,1.3816838083476448,1,1.0963422074268796,3.516727315689981,167,0.32225073808926535
USNM_51861,CBDDTY010000027.1,51679,1.3393254513438728,1,0.7534328584049071,3.286773672055427,9,0.01741519766249347
USNM_51861,CBDDTY010000034.1,45355,2.234307132620439,1,5.085946113135203,7.5107662463627545,1153,2.5421673464888106
USNM_51861,CBDDTY010000028.1,43786,1.5554286758324578,1,1.9523732837074665,0.7022553802008609,546,1.24697391860412
USNM_51861,CBDDTY010000042.1,41021,1.3904341678652397,1,0.7549415682774211,2.706580006190034,0,0
USNM_51861,CBDDTY010000011.1,38500,1.4157922077922078,1,1.0866268442229823,6.674852573713143,113,0.2935064935064935
USNM_51861,CBDDTY010000046.1,35146,1.4737950264610482,1,1.1321849673884747,2.7146737588652483,123,0.3499687019860013
USNM_51861,CBDDTY010000026.1,33407,1.4361062052863172,1,1.2473208874910333,6.760366468163078,159,0.4759481545783818
USNM_51861,CBDDTY010000039.1,31364,1.2368958041066191,1,0.5232795763426159,4.511603153745073,0,0
USNM_51861,CBDDTY010000032.1,29661,1.286403020801726,1,0.717754945960495,4.494950917626974,0,0
USNM_51861,CBDDTY010000048.1,24664,1.4012325656827764,1,0.8479077271051363,1.780301268498943,0,0
USNM_51861,CBDDTY010000056.1,23671,1.4217396814667738,1,0.9644017161136609,3.8772463768115943,5,0.021122892991424107
USNM_51861,CBDDTY010000038.1,23565,1.3771270952684065,1,0.7443407120293449,7.724674376141205,0,0
USNM_51861,CBDDTY010000044.1,23222,1.4045301868917406,1,0.777848973540466,3.744207175925926,0,0
USNM_51861,CBDDTY010000053.1,22980,1.1459965187119234,1,0.39289468500533264,2.286902286902287,0,0
USNM_51861,CBDDTY010000049.1,22106,1.4283452456346692,1,0.9156953784949603,1.3799076923076923,18,0.08142585723333032
USNM_51861,CBDDTY010000111.1,21869,1.9429329187434268,1,1.5207361939360462,0.17809409888357255,91,0.4161141341625131
USNM_51861,CBDDTY010000045.1,21679,1.5339729692328983,1,2.376196741893261,2.5093948472139007,267,1.2316066239217676
USNM_51861,CBDDTY010000055.1,21164,1.5874598374598374,1,1.06623069145063,4.221400132714002,0,0
USNM_51861,CBDDTY010000060.1,20691,1.6653134212942826,1,1.7158079379030289,1.6794198895027623,249,1.2034217775844571
USNM_51861,CBDDTY010000002.1,20530,1.3339503166098392,1,0.7740001707209408,0.7413186813186813,0,0
USNM_51861,CBDDTY010000006.1,20478,1.4057525148940326,1,1.186920678916263,2.56262349799733,103,0.5029788065240747
USNM_51861,CBDDTY010000041.1,20329,1.2206699788479511,1,0.5336969844550882,2.294481981981982,0,0
USNM_51861,CBDDTY010000043.1,20113,1.4156018495500422,1,1.3793096946197385,2.8403881700554527,163,0.8104211206682246
USNM_51861,CBDDTY010000072.1,19892,1.4210737985119646,1,0.9224378855458787,3.448594229588705,0,0
USNM_51861,CBDDTY010000116.1,19271,1.8068081573348556,1,1.034579773241633,2.3456513194834363,0,0
USNM_51861,CBDDTY010000051.1,19136,1.459866220735786,1,1.0808733913303499,4.806135714285714,60,0.31354515050167225
USNM_51861,CBDDTY010000067.1,18192,1.3847845206684257,1,0.7408581374317608,1.6587449118046134,0,0
USNM_51861,CBDDTY010000076.1,17567,1.5850173620993908,1,1.12441305218621,1.9964664310954063,0,0
USNM_51861,CBDDTY010000070.1,17228,1.1792430926398885,1,0.46209407043521794,3.4442724458204332,0,0
USNM_51861,CBDDTY010000099.1,16611,1.402143158148215,1,0.7672434259268244,3.9449037823490376,0,0
USNM_51861,CBDDTY010000014.1,16536,1.3309143686502176,1,0.6865257486451822,1.2711793785310734,0,0
USNM_51861,CBDDTY010000100.1,16282,1.386684682471441,1,0.7494826846064522,1.875,0,0
USNM_51861,CBDDTY010000050.1,15636,1.2040163724737785,1,0.5527607700765628,2.4469820554649266,0,0
USNM_51861,CBDDTY010000079.1,15159,2.0396464146711524,1,4.463270022279491,2.244518388791594,539,3.55564351210502
USNM_51861,CBDDTY010000062.1,14534,1.380693546167607,1,0.938141192793542,0.5874894336432798,0,0
USNM_51861,OZ247669.1,14174,21.618526880203188,22,8.448449874835461,0.9324615384615385,13118,92.54973895865669
USNM_51861,CBDDTY010000068.1,13564,1.3469478030079622,1,0.8028034470227984,6.576344827586207,0,0
USNM_51861,CBDDTY010000102.1,13400,1.411044776119403,1,0.8256452503008201,0.6621511627906976,0,0
USNM_51861,CBDDTY010000090.1,13209,1.5194942842001666,1,0.9660825180564602,3.4967913549459686,0,0
USNM_51861,CBDDTY010000483.1,13072,2.1840575275397796,2,1.501972731510616,1.3753486150907355,47,0.359547123623011
USNM_51861,CBDDTY010000670.1,12679,1.8314535846675606,1,1.1763167584205028,2.3082077393075355,0,0
USNM_51861,CBDDTY010000181.1,12661,1.7885633046362845,1,1.290473784387753,1.3887579617834396,42,0.3317273517099755
USNM_51861,CBDDTY010000179.1,11796,2.7261783655476433,2,2.725191479257863,3.0249110320284696,518,4.391319091217362
USNM_51861,CBDDTY010000086.1,11788,1.5782151340346116,1,1.2611389046265056,3.5918231292517007,42,0.35629453681710216
USNM_51861,CBDDTY010001349.1,11746,1.90141324706283,1,1.3438866054031862,0.5234422110552763,12,0.1021624382768602
USNM_51861,CBDDTY010000054.1,11454,1.7444560852104067,1,1.5618739335664682,0.37267080745341613,92,0.8032128514056224
USNM_51861,CBDDTY010000989.1,11383,1.5915839409645964,1,0.984517009953308,3.914274285714286,0,0
USNM_51861,CBDDTY010001134.1,11188,2.11968180193064,2,1.4435768124136097,2.010562036055143,1,0.00893814801573114
USNM_51861,CBDDTY010000933.1,11040,2.001177536231884,1,1.421401032181463,2.2972972972972974,2,0.018115942028985508
USNM_51861,CBDDTY010000261.1,11036,2.0227437477346863,1,1.9660298423791491,1.295934803451582,146,1.3229430953243928
USNM_51861,CBDDTY010000546.1,10967,1.7028357800674752,1,2.2320379922965587,1.0486976217440545,308,2.8084252758274824
USNM_51861,CBDDTY010001809.1,10967,2.026078234704112,2,1.8063393148314941,1.7245882936507937,103,0.9391811799033465
USNM_51861,CBDDTY010000052.1,10951,1.3482786960094968,1,0.965035549699831,3.650766233766234,6,0.05478951693909232
USNM_51861,CBDDTY010000327.1,10832,1.5960118168389956,1,0.9481112485201516,2.5568545994065284,0,0
USNM_51861,CBDDTY010000487.1,10747,1.2970131199404484,1,0.5638081184008078,0.17659602649006623,0,0
USNM_51861,CBDDTY010000119.1,10603,1.1961708950297085,1,0.544732154374297,0.6944444444444444,0,0
USNM_51861,CBDDTY010000666.1,10582,1.4037044037044037,1,0.747700680275378,0.2912983770287141,0,0
USNM_51861,CBDDTY010000435.1,10564,1.4999053388867853,1,0.9267910118264421,1.9436130536130536,0,0
USNM_51861,CBDDTY010000078.1,10515,1.1932477413219211,1,0.44406776007789495,12.561576354679802,0,0
USNM_51861,CBDDTY010000162.1,10379,1.5388765777049813,1,1.1449682667839267,0.45610034207525657,49,0.4721071394161287
USNM_51861,CBDDTY010000845.1,10353,1.7792910267555297,1,1.0835766379837273,1.09375,0,0
USNM_51861,CBDDTY010001125.1,10332,2.4840301974448318,2,2.738999168302662,1.824769403824522,369,3.571428571428571
USNM_51861,CBDDTY010000093.1,10156,1.1488775108310358,1,0.40074981465520554,2.750611246943765,0,0
USNM_51861,CBDDTY010000113.1,10139,1.5553802150113423,1,1.0752719223391423,0.09009009009009009,12,0.11835486734391952
USNM_51861,CBDDTY010000063.1,10131,1.289408745434804,1,0.7032187707425723,0.8537886872998933,0,0
USNM_51861,CBDDTY010000302.1,10068,1.3850814461660708,1,0.8068717012685171,1.7716535433070866,0,0
USNM_51861,CBDDTY010000110.1,10060,1.520079522862823,1,1.0720603734476444,1.9483521126760563,18,0.17892644135188868
USNM_51861,CBDDTY010001831.1,10032,2.6958732057416266,2,2.2188395263417395,2.8294573643410854,184,1.8341307814992027
USNM_51861,CBDDTY010001241.1,9762,2.0584921122720754,1,1.6487974527049625,7.142857142857143,53,0.5429215324728539
USNM_51861,CBDDTY010000433.1,9750,1.4327179487179487,1,0.7584017031452198,1.4389948453608248,0,0
USNM_51861,CBDDTY010000314.1,9732,1.594636251541307,1,1.0628120335191933,0.5784235294117647,0,0
USNM_51861,CBDDTY010000225.1,9682,2.3051022516009088,1,2.6047862620175706,1.0659722222222223,385,3.976451146457344
USNM_51861,CBDDTY010000815.1,9638,1.8478937538908486,1,1.4458153735332622,0.9910397196261682,4,0.04150238638721727
USNM_51861,CBDDTY010000585.1,9629,2.0490185896770172,1,1.7684531635815288,1.4655057471264368,52,0.5400353100010385
USNM_51861,CBDDTY010000117.1,9534,1.6368785399622403,1,1.3875135696426322,1.3254786450662739,45,0.4719949653870359
USNM_51861,CBDDTY010000174.1,9499,1.3318244025686914,1,0.6161722947441094,0.06180469715698393,0,0
USNM_51861,CBDDTY010000251.1,9479,1.624010971621479,1,1.1695283181275216,4.3624161073825505,0,0
USNM_51861,CBDDTY010000219.1,9406,1.6667021050393367,1,1.0693204179408682,4.485294117647059,0,0
USNM_51861,CBDDTY010000141.1,9367,6.396071314188108,2,13.372920261049492,2.45382096069869,1308,13.963915874879898
USNM_51861,CBDDTY010000258.1,9248,1.823961937716263,1,1.1447337129477828,2.3775847457627117,0,0
USNM_51861,CBDDTY010000576.1,9226,1.4133969217429005,1,0.837812621131425,1.3805522208883554,0,0
USNM_51861,CBDDTY010000971.1,9103,1.4959903328572999,1,0.89614543890836,0.5960729312762973,0,0
USNM_51861,CBDDTY010001350.1,9064,1.6546778464254193,1,0.9909188045249503,1.0491071428571428,0,0
USNM_51861,CBDDTY010000464.1,9062,1.7600971088060031,1,1.182425248610415,3.99866927592955,0,0
USNM_51861,CBDDTY010000797.1,8932,2.6752127183161667,1,2.7691534737807606,2.6094693396226414,307,3.437080161218092
USNM_51861,CBDDTY010000202.1,8911,3.1555380989787905,1,4.09434780795209,3.5768904593639577,965,10.829312086185613
USNM_51861,CBDDTY010000685.1,8904,1.3122192273135669,1,0.6441426484499323,1.7208886107634542,0,0
USNM_51861,CBDDTY010000822.1,8882,1.6883584778203107,1,1.0532161706227854,6.903338213762811,0,0
USNM_51861,CBDDTY010000101.1,8879,1.1298569658745354,1,0.39472686087978204,2.756508422664625,0,0
USNM_51861,CBDDTY010000118.1,8830,1.1400906002265006,1,0.4099382569445289,5.183946488294314,0,0
USNM_51861,CBDDTY010000234.1,8772,1.3560191518467852,1,0.7644143434197038,2.804593103448276,0,0
USNM_51861,CBDDTY010000040.1,8771,1.3676889750313532,1,0.842107570483119,7.629983579638752,0,0
USNM_51861,CBDDTY010000930.1,8739,1.2746309646412632,1,0.604485189514239,0.7149852071005918,0,0
USNM_51861,CBDDTY010000784.1,8679,1.5267888005530592,1,0.9687156221808476,6.373769100169779,0,0
USNM_51861,CBDDTY010000618.1,8660,1.327944572748268,1,0.6170235238893157,1.1315417256011315,0,0
USNM_51861,CBDDTY010000082.1,8614,1.1591595077780357,1,0.39806689436593984,9.201700182815356,0,0
USNM_51861,CBDDTY010000244.1,8577,1.7996968637052582,1,1.7304976479585892,1.1764705882352942,90,1.049317943336831
USNM_51861,CBDDTY010000186.1,8553,1.3237460540161348,1,0.609458037282546,3.6507936507936507,0,0
USNM_51861,CBDDTY010001356.1,8551,1.3986668225938488,1,0.75841823714236,0.9312320916905444,0,0
USNM_51861,CBDDTY010000126.1,8478,1.5301958008964378,1,1.0102558828332373,1.039984,0,0
USNM_51861,CBDDTY010000077.1,8450,1.2597633136094675,1,0.8941373157563695,0.5607156133828997,0,0
USNM_51861,CBDDTY010000009.1,8436,1.298719772403983,1,0.7900707293558845,0.4439511653718091,0,0
USNM_51861,CBDDTY010002836.1,8412,3.8338088445078458,3,2.576926434180636,22.04128325508607,246,2.9243937232524964
USNM_51861,CBDDTY010001901.1,8410,1.7417360285374555,1,1.268977743498862,0.15600624024961,17,0.20214030915576697
USNM_51861,CBDDTY010001044.1,8394,1.8959971408148677,1,1.3662283659929522,1.3245033112582782,10,0.11913271384322134
USNM_51861,CBDDTY010001070.1,8379,1.5633130445160521,1,0.9793257012160632,7.679512195121951,0,0
USNM_51861,CBDDTY010001121.1,8357,1.3705875314107934,1,0.6279826308777592,0.6462035541195477,0,0
USNM_51861,CBDDTY010000691.1,8337,1.7106872975890608,1,1.4262154193806014,3.6471048252911813,21,0.2518891687657431
USNM_51861,CBDDTY010000061.1,8320,1.35625,1,0.834413892535219,3.676470588235294,0,0
USNM_51861,CBDDTY010000133.1,8246,1.2649769585253456,1,0.6078150178229393,7.608695652173913,0,0
USNM_51861,CBDDTY010000312.1,8232,1.2981049562682216,1,0.6119581884093805,0.15444015444015444,0,0
USNM_51861,CBDDTY010001045.1,8211,1.7225672877846792,1,1.3744673769239477,1.7180616740088106,6,0.07307270734380708
USNM_51861,CBDDTY010002021.1,8187,1.8619763038964212,1,1.4304476422761163,0.6631606606606607,20,0.24428972761695372
USNM_51861,CBDDTY010000605.1,8165,1.3464788732394366,1,0.6898163190964838,2.73972602739726,0,0
USNM_51861,CBDDTY010000532.1,8152,1.6976202158979392,1,1.1173141240035218,7.652758620689655,0,0
USNM_51861,CBDDTY010001011.1,8071,1.696691859744765,1,1.0088518798964765,2.0761828571428573,0,0
USNM_51861,CBDDTY010001414.1,8019,1.7730390322982916,1,1.4903418609189787,1.0294117647058822,51,0.6359895248784138
USNM_51861,CBDDTY010000442.1,8017,1.8722714232256454,1,1.8134424708225283,0.4688922155688623,93,1.1600349257827116
USNM_51861,CBDDTY010000705.1,7972,1.3235072754641244,1,0.6611876284287286,1.3276779661016949,0,0
USNM_51861,CBDDTY010000214.1,7928,1.3358980827447022,1,0.6893102764382217,7.340888468809074,0,0
USNM_51861,CBDDTY010000965.1,7920,1.3460858585858586,1,0.6815426613531756,2.86371335504886,0,0
USNM_51861,CBDDTY010001443.1,7895,1.5433818872704244,1,0.8651759812557879,2.859949579831933,0,0
USNM_51861,CBDDTY010000843.1,7889,1.3707694257827354,1,0.6888067913718233,1.5734265734265733,0,0
USNM_51861,CBDDTY010000125.1,7886,1.2512046664975907,1,0.6812428080792522,0.8476896551724138,0,0
USNM_51861,CBDDTY010000191.1,7859,1.276116554268991,1,0.589293967949167,4.649122807017544,0,0
USNM_51861,CBDDTY010000253.1,7826,1.324942499361104,1,0.5589436893028357,4.3827037037037035,0,0
USNM_51861,CBDDTY010002313.1,7753,1.8033019476331742,1,1.082451939824822,4.209033898305084,0,0
USNM_51861,CBDDTY010001310.1,7747,1.5115528591712921,1,0.7301655655036547,4.935064935064935,0,0
USNM_51861,CBDDTY010001419.1,7724,1.4742361470740548,1,0.8437316372241536,2.175705426356589,0,0
USNM_51861,CBDDTY010000233.1,7658,1.2774875946722382,1,0.579044943901412,6.180665610142631,0,0
USNM_51861,CBDDTY010001353.1,7641,2.0541813898704357,1,1.5254202452717847,8.837825112107623,22,0.28792042926318545
USNM_51861,CBDDTY010000262.1,7605,1.252991452991453,1,0.5826308989343163,1.5376112026359143,0,0
USNM_51861,CBDDTY010000166.1,7596,1.7123486045286993,1,1.1796207701664931,1.5923484848484848,0,0
USNM_51861,CBDDTY010001123.1,7587,1.3826281797812048,1,0.8048618408947229,1.0101010101010102,0,0
USNM_51861,CBDDTY010000269.1,7576,1.965285110876452,1,1.8268937002377517,2.7777721088435374,95,1.253959873284055
USNM_51861,CBDDTY010002121.1,7553,1.5065536872765788,1,0.9379536750084405,2.2350993377483444,0,0
USNM_51861,CBDDTY010000377.1,7516,1.499733901011176,1,1.1117828655332913,2.36332,0,0
USNM_51861,CBDDTY010001968.1,7488,1.5880074786324787,1,1.247302582915882,9.743149078726969,3,0.04006410256410256
USNM_51861,CBDDTY010000405.1,7484,1.3506146445750935,1,0.7794284076218323,0.08517887563884156,0,0
USNM_51861,CBDDTY010000195.1,7481,1.1633471461034621,1,0.4665824358532304,1.0695187165775402,0,0
USNM_51861,CBDDTY010000716.1,7481,2.169763400614891,1,2.725263085990693,4.946576576576577,317,4.2374014169228715
USNM_51861,CBDDTY010000361.1,7454,2.6275825060370273,1,3.023459619177835,0.5469947275922672,358,4.802790448081566
USNM_51861,CBDDTY010000114.1,7451,1.1899073949805394,1,0.4777296750567947,0.38684719535783363,0,0
USNM_51861,CBDDTY010000296.1,7448,1.2678571428571428,1,0.5401342407085169,1.5650741350906097,0,0
USNM_51861,CBDDTY010000600.1,7441,1.2185190162612551,1,0.5374031645153153,1.0482180293501049,0,0
USNM_51861,CBDDTY010000909.1,7434,1.5610707559860102,1,0.9556824378109674,3.7419793205317577,0,0
USNM_51861,CBDDTY010001146.1,7406,1.6824196597353498,1,1.151990968886778,1.2280496453900709,3,0.040507696462327845
USNM_51861,CBDDTY010000265.1,7401,1.12174030536414,1,0.38190701869429,0.528169014084507,0,0
USNM_51861,CBDDTY010001938.1,7360,1.4963315217391304,1,0.8634050402323947,1.60075329566855,0,0
USNM_51861,CBDDTY010000278.1,7347,1.6118143459915613,1,1.0031867623740607,0.7936394557823129,0,0
USNM_51861,CBDDTY010000472.1,7345,1.2672566371681415,1,0.5724207118034762,11.511627906976743,0,0
USNM_51861,CBDDTY010000297.1,7342,1.2932443475892128,1,0.6057487977695379,0.9615384615384616,0,0
USNM_51861,CBDDTY010000189.1,7278,1.3160208848584776,1,0.8173224185113382,7.163323782234957,0,0
USNM_51861,CBDDTY010001328.1,7273,2.1688436683624364,2,1.2762459116329026,1.1078286558345642,0,0
USNM_51861,CBDDTY010000491.1,7269,1.3194387123400744,1,0.7565766785286496,0.18587360594795538,0,0
USNM_51861,CBDDTY010000747.1,7262,2.349628201597356,2,2.0314051979808796,1.0623028391167193,87,1.1980170751858992
USNM_51861,CBDDTY010000287.1,7261,1.5135656245696185,1,1.0459098999101275,3.7681103678929766,7,0.09640545379424321
USNM_51861,CBDDTY010000977.1,7227,1.8670264286702642,1,1.2190941221017582,2.4035294117647057,0,0
USNM_51861,CBDDTY010000659.1,7219,1.6203075218174263,1,0.8437226780816207,10.084206896551724,0,0
USNM_51861,CBDDTY010001299.1,7217,1.2852986005265346,1,0.6192999702022869,0.3125,0,0
USNM_51861,CBDDTY010001462.1,7158,1.661218217379156,1,0.9525162236050818,3.414881118881119,0,0
USNM_51861,CBDDTY010000606.1,7152,1.2348993288590604,1,0.46155045768784403,0,0,0
USNM_51861,CBDDTY010000506.1,7146,1.2671424573187797,1,0.598227501886848,5.043062730627306,0,0
USNM_51861,CBDDTY010000358.1,7128,1.3778058361391694,1,0.7908527919444546,1.9147734627831716,0,0
USNM_51861,CBDDTY010000869.1,7118,1.7960101152008991,1,1.2117294001889367,0.6066126126126126,0,0
USNM_51861,CBDDTY010002543.1,7113,1.6960494868550542,1,1.0016057826222988,7.991286956521739,5,0.07029382820188387
USNM_51861,CBDDTY010000200.1,7112,1.1199381327334084,1,0.33806316998714636,0.1564945226917058,0,0
USNM_51861,CBDDTY010000410.1,7112,1.341254218222722,1,0.6723726203283513,5.178333333333334,0,0
USNM_51861,CBDDTY010001075.1,7106,1.5740219532789193,1,1.2327666060275582,2.5477707006369426,10,0.14072614691809737
USNM_51861,CBDDTY010000142.1,7105,1.1200562983814215,1,0.3369577679332925,0.7648183556405354,0,0
USNM_51861,CBDDTY010001393.1,7094,1.439667324499577,1,0.89531556673218,0.03361344537815126,0,0
USNM_51861,CBDDTY010000900.1,7091,1.4725708644760964,1,0.9409516409305536,3.716528599605523,0,0
USNM_51861,CBDDTY010000704.1,7084,1.4728966685488425,1,1.1620010879333267,1.5702479338842976,24,0.33879164313946925
USNM_51861,CBDDTY010001282.1,7082,1.6064670996893533,1,1.2012693826783891,0.5020491803278688,2,0.02824060999717594
USNM_51861,CBDDTY010002591.1,7080,1.7375706214689266,1,1.036854848943588,0.3534584013050571,0,0
USNM_51861,CBDDTY010000349.1,7073,1.153117489042839,1,0.3992310481095999,0.3139717425431711,0,0
USNM_51861,CBDDTY010001793.1,7055,1.8175761871013465,1,1.2778355535212054,0.6844329896907216,0,0
USNM_51861,CBDDTY010000453.1,7030,1.6926031294452346,1,1.3837417115573858,3.0232558139534884,32,0.4551920341394026
USNM_51861,CBDDTY010000239.1,7028,1.1038702333523052,1,0.31203157113969454,11.340988505747127,0,0
USNM_51861,CBDDTY010000350.1,7022,1.6231842779834804,1,1.0070924669963521,3.064494623655914,0,0
USNM_51861,CBDDTY010000328.1,7012,1.4430975470621792,1,0.768467858787668,1.1290322580645162,0,0
USNM_51861,CBDDTY010000592.1,7007,1.303553589267875,1,0.5693851720160915,4.315789473684211,0,0
USNM_51861,CBDDTY010001093.1,6995,1.4750536097212295,1,0.7505975938623672,0.7113821138211383,0,0
USNM_51861,CBDDTY010000594.1,6990,1.2450643776824035,1,0.5171552220410882,0.5226480836236934,0,0
USNM_51861,CBDDTY010000148.1,6988,1.2481396680022896,1,0.5277101517390638,4.607032520325204,0,0
USNM_51861,CBDDTY010000140.1,6986,1.2590896077870026,1,0.5671826680544619,0,0,0
USNM_51861,CBDDTY010000008.1,6979,1.1407078377991116,1,0.42826225134868967,0.9013571428571429,0,0
USNM_51861,CBDDTY010000892.1,6970,1.369296987087518,1,0.645016832935901,0.6103821656050955,0,0
USNM_51861,CBDDTY010001620.1,6969,1.625053809728799,1,1.269015276137684,4.231023166023166,0,0
USNM_51861,CBDDTY010003131.1,6968,1.8455797933409874,1,1.214467348184764,3.9259369202226346,0,0
USNM_51861,CBDDTY010000131.1,6966,1.3097904105656044,1,0.7573968618348101,1.9752910052910053,0,0
USNM_51861,CBDDTY010000231.1,6965,1.2156496769562095,1,0.5452123333153454,1.5684410646387832,0,0
USNM_51861,CBDDTY010000631.1,6960,1.1705459770114943,1,0.5123229158677183,0.2188183807439825,0,0
USNM_51861,CBDDTY010001592.1,6952,1.3022151898734178,1,0.5759838787521357,0.2626970227670753,0,0
USNM_51861,CBDDTY010002272.1,6950,1.459136690647482,1,0.8192439030990623,0.4655493482309125,0,0
USNM_51861,CBDDTY010000374.1,6949,1.1945603683983308,1,0.47580407686699094,2.4489795918367347,0,0
USNM_51861,CBDDTY010000499.1,6939,1.2743911226401499,1,0.5573947064872424,6.794556354916067,0,0
USNM_51861,CBDDTY010000364.1,6920,1.1823699421965317,1,0.43576373440497795,0.8122743682310469,0,0
USNM_51861,CBDDTY010001744.1,6908,2.1336132020845398,2,1.479930651104948,2.65512012012012,0,0
USNM_51861,CBDDTY010000386.1,6893,1.128971420281445,1,0.36898482073827593,12.135922330097088,0,0
USNM_51861,CBDDTY010000321.1,6891,1.168770860542737,1,0.45473153361258567,4.466230936819172,0,0
USNM_51861,CBDDTY010000357.1,6891,1.8995791612247859,1,1.3894955689301667,8.410138248847927,7,0.10158177332752867
USNM_51861,CBDDTY010001122.1,6870,1.5045123726346434,1,1.0084343765226167,0.7662835249042146,0,0
USNM_51861,CBDDTY010001819.1,6868,1.2591729761211414,1,0.5456677815970716,2.2260273972602738,0,0
USNM_51861,CBDDTY010000128.1,6850,1.6072992700729927,1,1.2901252957752949,3.8987857142857143,39,0.5693430656934306
USNM_51861,CBDDTY010002034.1,6848,1.3698890186915889,1,0.6181225804100393,0.5419918699186992,0,0
USNM_51861,CBDDTY010000310.1,6828,1.5853837141183362,1,1.263521929305927,3.080431034482759,20,0.29291154071470415
USNM_51861,CBDDTY010001470.1,6828,1.2869068541300528,1,0.7105628655324056,1.4989293361884368,0,0
USNM_51861,CBDDTY010001707.1,6818,1.3484892930478145,1,0.728915093003923,0.3952569169960474,0,0
USNM_51861,CBDDTY010000718.1,6812,1.2284204345273046,1,0.5658226826132637,3.695150115473441,0,0
USNM_51861,CBDDTY010000612.1,6810,1.2832599118942731,1,0.6069785130074589,3.9634390243902438,0,0
USNM_51861,CBDDTY010000950.1,6791,1.4542777205124429,1,0.9656511101846014,3.9699141630901287,0,0
USNM_51861,CBDDTY010000431.1,6789,1.1528943879805569,1,0.3912898952901605,0.1926782273603083,0,0
USNM_51861,CBDDTY010000135.1,6782,1.5760837511058685,1,1.0796505456657877,5.3190631364562115,0,0
USNM_51861,CBDDTY010000383.1,6777,1.49535192563081,1,1.2110583291129209,2.951387900355872,36,0.5312084993359893
