name	rank	mean_percent	total_reads
Kwoniella pini CBS 10737	S1	0.125	2
Kwoniella shandongensis	S	0.31	1
Kwoniella shivajii	S	1.29	2
Leotiomycetes	C	0.225	2
Lodderomyces	G	0.7866666666666667	3
Lodderomyces beijingensis	S	0.34	1
Lodderomyces elongisporus	S	1.01	2
Magnaporthales	O	1.615	2
Malacalcyonacea	O	91.86600950118765	40339
Mammalia	C	0.8296875	40
Metarhizium	G	0.1	1
Metarhizium brunneum	S	0.1	1
Metazoa	K	91.93270783847981	40385
Methanobacteriati	K	0.36666666666666664	3
Methanobacteriota	P	0.36666666666666664	3
Methanococcoides	G	0.36	1
Methanomicrobia	C	0.36666666666666664	3
Methanomicrobiales	O	0.44	1
Methanosarcina	G	0.3	1
Methanosarcina barkeri	S	0.3	1
Methanosarcina barkeri 3	S1	0.3	1
Methanosarcinaceae	F	0.32999999999999996	2
Methanosarcinales	O	0.32999999999999996	2
Methanospirillaceae	F	0.44	1
Methanospirillum	G	0.44	1
Methanospirillum lacunae	S	0.44	1
Mucoromycota	P	0.53	1
Mycosphaerellaceae	F	0.19	2
Mycosphaerellales	O	0.19	2
Naumovozyma	G	0.29000000000000004	2
Naumovozyma castellii	S	0.44	1
Naumovozyma dairenensis	S	0.14	1
Naumovozyma dairenensis CBS 421	S1	0.14	1
Nectriaceae	F	0.94	10
Neurospora	G	0.735	2
Neurospora crassa	S	0.735	2
Neurospora crassa OR74A	S1	0.735	2
Octocorallia	C1	91.86600950118765	40339
Ogataea	G	0.24	1
Ogataea parapolymorpha	S	0.24	1
Ogataea parapolymorpha DL-1	S1	0.24	1
Ophiocordycipitaceae	F	8.226923076923077	13
Opisthokonta	R3	92.22243498817967	40516
Penicillium	G	1.13	2
Penicillium psychrofluorescens	S	1.13	2
Pezizomycotina	P2	3.19	55
Pichia	G	1.61	1
Pichia kudriavzevii	S	1.61	1
Pichiaceae	F	0.925	2
Pichiales	O	0.925	2
Pichiomycetes	C	1.4386666666666665	15
Plexauridae	F	91.86600950118765	40339
Podospora	G	0.24	1
Podospora pseudocomata	S	0.24	1
Podosporaceae	F	0.24	1
Primates	O	0.8296875	40
Puccinia	G	0.23	1
Puccinia striiformis	S	0.23	1
Puccinia striiformis f. sp. tritici	S1	0.23	1
Pucciniaceae	F	0.23	1
Pucciniales	O	0.23	1
Pucciniomycetes	C	0.23	1
Pucciniomycotina	P1	0.23	1
Purpureocillium	G	0.365	4
Purpureocillium takamizusanense	S	0.365	4
Pyricularia	G	1.615	2
Pyricularia grisea	S	3.03	1
Pyricularia pennisetigena	S	0.2	1
Pyriculariaceae	F	1.615	2
Remersonia	G	0.45999999999999996	2
Remersonia thermophila	S	0.45999999999999996	2
Rhizophagus	G	0.53	1
Rhizophagus irregularis	S	0.53	1
Saccharomycetaceae	F	0.52	3
Saccharomycetales	O	0.52	3
Saccharomycetes	C	0.52	3
Saccharomycotina	P2	1.2345	20
Sarcopterygii	P6	0.8296875	40
Sclerotiniaceae	F	0.225	2
Serinales	O	1.5176923076923077	13
Simiiformes	O2	0.8296875	40
Sordaria	G	0.3	1
Sordaria macrospora	S	0.3	1
Sordariaceae	F	0.59	3
Sordariales	O	0.395	8
Sordariales incertae sedis	O1	0.45999999999999996	2
Sordariomycetes	C	3.3814285714285712	47
Sordariomycetidae	C1	0.639	10
Stenosarchaea group	P1	0.36666666666666664	3
Teleostomi	P4	0.8296875	40
Tetrapoda	P8	0.8296875	40
Theria	C1	0.8296875	40
Thermothelomyces	G	0.13	1
Thermothelomyces thermophilus	S	0.13	1
Thermothelomyces thermophilus ATCC 42464	S1	0.13	1
Thermothielavioides	G	0.1	1
Thermothielavioides terrestris	S	0.1	1
Thermothielavioides terrestris NRRL 8126	S1	0.1	1
Tremellales	O	4.322222222222222	35
Tremellomycetes	C	4.192857142857143	37
Trichoderma	G	3.276	5
Trichoderma asperellum	S	0.1	1
Trichoderma atroviride	S	5.376666666666666	3
Trichoderma breve	S	0.15	1
Trichosporonaceae	F	0.33	1
Trichosporonales	O	0.33	1
Ustilaginoidea	G	0.46	1
Ustilaginoidea virens	S	0.46	1
Vanrija	G	0.33	1
Vanrija pseudolonga	S	0.33	1
Vertebrata	P2	0.8296875	40
Yamadazyma	G	1.23	1
Yamadazyma tenuis	S	1.23	1
Yarrowia	G	1.22	1
Yarrowia lipolytica	S	1.22	1
Zymoseptoria	G	0.15	1
Zymoseptoria tritici	S	0.15	1
Zymoseptoria tritici IPO323	S1	0.15	1
cellular organisms	R1	92.22505910165485	40519
dothideomyceta	P4	0.19	2
leotiomyceta	P3	3.19	55
root	R	92.22505910165485	40519
saccharomyceta	P1	2.5647826086956522	80
sordariomyceta	P4	3.3132558139534884	49
unclassified	U	16.06979865771812	4602
