barcode	name	rank	mean_percent	total_reads
barcode18	Cryptococcus neoformans	S	0.015	2
barcode18	Cryptococcus neoformans H99	S1	0.015	2
barcode18	Cryptococcus neoformans species complex	G1	0.0225	4
barcode18	Cryptococcus tetragattii	S	0.01	1
barcode18	Cryptococcus tetragattii IND107	S1	0.01	1
barcode18	Cutaneotrichosporon	G	0.0125	9
barcode18	Cutaneotrichosporon cavernicola	S	0.0125	9
barcode18	Debaryomyces	G	0.015714285714285715	8
barcode18	Debaryomyces hansenii	S	0.015714285714285715	8
barcode18	Debaryomyces hansenii CBS767	S1	0.015714285714285715	8
barcode18	Debaryomycetaceae	F	0.028217054263565893	235
barcode18	Desulfurococcaceae	F	0.01	1
barcode18	Desulfurococcales	O	0.01	1
barcode18	Deuterostomia	K3	0.6234065934065934	856
barcode18	Didymellaceae	F	0.016666666666666666	24
barcode18	Dikarya	K1	0.17034825870646766	2251
barcode18	Dipnotetrapodomorpha	P7	0.6234065934065934	856
barcode18	Dipodascales	O	0.015416666666666667	28
barcode18	Dipodascales incertae sedis	O1	0.021666666666666667	6
barcode18	Dipodascomycetes	C	0.015416666666666667	28
barcode18	Dothideomycetes	C	0.019333333333333334	55
barcode18	Dothideomycetidae	C1	0.015833333333333335	14
barcode18	Drechmeria	G	0.024594594594594593	180
barcode18	Drechmeria coniospora	S	0.024594594594594593	180
barcode18	Encephalitozoon	G	0.01	1
barcode18	Encephalitozoon cuniculi	S	0.01	1
barcode18	Encephalitozoon cuniculi GB-M1	S1	0.01	1
barcode18	Eremothecium	G	0.013333333333333334	6
barcode18	Eremothecium cymbalariae	S	0.01	2
barcode18	Eremothecium cymbalariae DBVPG#7215	S1	0.01	2
barcode18	Eremothecium gossypii	S	0.015	4
barcode18	Eremothecium gossypii ATCC 10895	S1	0.015	4
barcode18	Euarchontoglires	C4	0.6234065934065934	856
barcode18	Eukaryota	R2	84.23822429906542	1144358
barcode18	Eumetazoa	K1	84.06271028037384	1141891
barcode18	Eunicea	G	83.91206572769953	1140855
barcode18	Eunicea knighti	S	83.91206572769953	1140855
barcode18	Eurotiales	O	0.022395833333333334	144
barcode18	Eurotiomycetes	C	0.022857142857142857	149
barcode18	Eurotiomycetidae	C1	0.022857142857142857	149
barcode18	Euteleostomi	P5	0.6234065934065934	856
barcode18	Eutheria	C2	0.6234065934065934	856
barcode18	Fulvia	G	0.017777777777777778	10
barcode18	Fulvia fulva	S	0.017777777777777778	10
barcode18	Fungi	K	0.17383084577114427	2299
barcode18	Fungi incertae sedis	K1	0.01787878787878788	38
barcode18	Fusarium	G	0.026347826086956523	214
barcode18	Fusarium falciforme	S	0.016666666666666666	6
barcode18	Fusarium fujikuroi	S	0.018	40
barcode18	Fusarium fujikuroi IMI 58289	S1	0.018	40
barcode18	Fusarium fujikuroi species complex	G1	0.01935483870967742	44
barcode18	Fusarium graminearum	S	0.01972972972972973	48
barcode18	Fusarium graminearum PH-1	S1	0.01972972972972973	48
barcode18	Fusarium keratoplasticum	S	0.022727272727272728	12
barcode18	Fusarium musae	S	0.015294117647058824	19
barcode18	Fusarium oxysporum	S	0.012	11
barcode18	Fusarium oxysporum Fo47	S1	0.01	1
barcode18	Fusarium oxysporum f. sp. lycopersici	S1	0.01	4
barcode18	Fusarium oxysporum f. sp. lycopersici 4287	S2	0.01	4
barcode18	Fusarium oxysporum species complex	G1	0.012	11
barcode18	Fusarium poae	S	0.010769230769230769	14
barcode18	Fusarium pseudograminearum	S	0.015454545454545455	24
barcode18	Fusarium pseudograminearum CS3096	S1	0.015454545454545455	24
barcode18	Fusarium sambucinum species complex	G1	0.018955223880597016	90
barcode18	Fusarium solani species complex	G1	0.017916666666666668	26
barcode18	Fusarium verticillioides	S	0.02	4
barcode18	Fusarium verticillioides 7600	S1	0.02	4
barcode18	Glomeraceae	F	0.018	35
barcode18	Glomerales	O	0.018	35
barcode18	Glomerellaceae	F	0.02580952380952381	156
barcode18	Glomerellales	O	0.02580952380952381	156
barcode18	Glomeromycetes	C	0.018	35
barcode18	Glomeromycotina	P1	0.018	35
barcode18	Gnathostomata	P3	0.6234065934065934	856
barcode18	Haladaptataceae	F	0.026666666666666665	3
barcode18	Haladaptatus	G	0.025	2
barcode18	Haladaptatus salinisoli	S	0.025	2
barcode18	Halobacteria	C	0.01818181818181818	12
barcode18	Halobacteriaceae	F	0.02	1
barcode18	Halobacteriales	O	0.01818181818181818	12
barcode18	Halobacterium	G	0.02	1
barcode18	Halobacterium zhouii	S	0.02	1
barcode18	Halobaculum	G	0.015	2
barcode18	Halobaculum litoreum	S	0.02	1
barcode18	Halobaculum rarum	S	0.01	1
barcode18	Haloferacaceae	F	0.014	5
barcode18	Haloferax	G	0.02	1
barcode18	Haloferax mediterranei	S	0.02	1
barcode18	Haloferax mediterranei ATCC 33500	S1	0.02	1
barcode18	Halomarina	G	0.01	1
barcode18	Halomarina litorea	S	0.01	1
barcode18	Halorubrum	G	0.01	2
barcode18	Halorubrum sp. BOL3-1	S	0.01	2
barcode18	Halorussus	G	0.03	1
barcode18	Halorussus aquaticus	S	0.03	1
barcode18	Haplorrhini	O1	0.6234065934065934	856
barcode18	Helotiales	O	0.017045454545454544	49
barcode18	Henningerozyma	G	0.015	10
barcode18	Henningerozyma blattae	S	0.015	10
barcode18	Henningerozyma blattae CBS 6284	S1	0.015	10
barcode18	Hominidae	F	0.6234065934065934	856
barcode18	Homininae	F1	0.6234065934065934	856
barcode18	Hominoidea	O4	0.6234065934065934	856
barcode18	Homo	G	0.6234065934065934	856
barcode18	Homo sapiens	S	0.6234065934065934	856
barcode18	Huiozyma	G	0.015	4
barcode18	Huiozyma naganishii	S	0.015	4
barcode18	Huiozyma naganishii CBS 8797	S1	0.015	4
barcode18	Hypocreaceae	F	0.018076923076923077	64
barcode18	Hypocreales	O	0.048651685393258426	589
barcode18	Hypocreomycetidae	C1	0.06144385026737968	754
barcode18	Ignicoccus	G	0.01	1
barcode18	Ignicoccus hospitalis	S	0.01	1
barcode18	Ignicoccus hospitalis KIN4/I	S1	0.01	1
barcode18	Kazachstania	G	0.04	1
barcode18	Kazachstania africana	S	0.04	1
barcode18	Kazachstania africana CBS 2517	S1	0.04	1
barcode18	Kluyveromyces	G	0.017272727272727273	12
barcode18	Kluyveromyces lactis	S	0.0125	4
barcode18	Kluyveromyces marxianus	S	0.01875	8
barcode18	Kluyveromyces marxianus DMKU3-1042	S1	0.01875	8
barcode18	Kwoniella	G	0.026722689075630253	205
barcode18	Kwoniella bestiolae	S	0.0125	4
barcode18	Kwoniella bestiolae CBS 10118	S1	0.0125	4
barcode18	Kwoniella botswanensis	S	0.021604938271604937	110
barcode18	Kwoniella dejecticola	S	0.019200000000000002	29
barcode18	Kwoniella dejecticola CBS 10117	S1	0.019200000000000002	29
barcode18	Kwoniella dendrophila	S	0.014615384615384615	15
barcode18	Kwoniella dendrophila CBS 6074	S1	0.014615384615384615	15
barcode18	Kwoniella europaea	S	0.02	11
barcode18	Kwoniella europaea PYCC6329	S1	0.02	11
barcode18	Kwoniella mangrovensis	S	0.017499999999999998	8
barcode18	Kwoniella mangroviensis CBS 8507	S1	0.017499999999999998	8
barcode18	Kwoniella newhampshirensis	S	0.014	5
barcode18	Kwoniella pini	S	0.016666666666666666	3
barcode18	Kwoniella pini CBS 10737	S1	0.016666666666666666	3
barcode18	Kwoniella shandongensis	S	0.015	4
barcode18	Kwoniella shivajii	S	0.015384615384615385	14
barcode18	Leotiomycetes	C	0.017045454545454544	49
barcode18	Lodderomyces	G	0.02057142857142857	92
barcode18	Lodderomyces beijingensis	S	0.018947368421052633	21
barcode18	Lodderomyces elongisporus	S	0.019107142857142857	70
barcode18	Magnaporthales	O	0.0125	12
barcode18	Malacalcyonacea	O	83.91206572769953	1140855
barcode18	Malassezia	G	0.01	2
barcode18	Malassezia japonica	S	0.01	1
barcode18	Malasseziaceae	F	0.01	2
barcode18	Malasseziales	O	0.01	2
barcode18	Malasseziomycetes	C	0.01	2
barcode18	Mammalia	C	0.6234065934065934	856
barcode18	Marasmiaceae	F	0.01	2
barcode18	Marasmiineae	O1	0.01	2
barcode18	Marasmius	G	0.01	2
barcode18	Marasmius oreades	S	0.01	2
barcode18	Metarhizium	G	0.01	3
barcode18	Metarhizium brunneum	S	0.01	3
barcode18	Metazoa	K	84.06271028037384	1141891
barcode18	Methanobacteria	C	0.0175	12
barcode18	Methanobacteriaceae	F	0.0175	12
barcode18	Methanobacteriales	O	0.0175	12
barcode18	Methanobacteriati	K	0.017419354838709676	34
barcode18	Methanobacteriota	P	0.017419354838709676	34
barcode18	Methanobacterium	G	0.015454545454545455	11
barcode18	Methanobacterium lacus	S	0.014444444444444446	9
barcode18	Methanobacterium paludis	S	0.01	1
barcode18	Methanobacterium subterraneum	S	0.03	1
barcode18	Methanobrevibacter	G	0.04	1
barcode18	Methanobrevibacter acididurans	S	0.04	1
barcode18	Methanocaldococcaceae	F	0	1
barcode18	Methanocaldococcus	G	0	1
barcode18	Methanocaldococcus lauensis	S	0	1
barcode18	Methanocella	G	0.01	1
barcode18	Methanocella arvoryzae	S	0.01	1
barcode18	Methanocella arvoryzae MRE50	S1	0.01	1
barcode18	Methanocellaceae	F	0.01	1
barcode18	Methanocellales	O	0.01	1
barcode18	Methanococcaceae	F	0.02	2
barcode18	Methanococcales	O	0.013333333333333334	3
barcode18	Methanococci	C	0.013333333333333334	3
barcode18	Methanococcus	G	0.02	1
barcode18	Methanococcus vannielii	S	0.02	1
barcode18	Methanococcus vannielii SB	S1	0.02	1
barcode18	Methanomada group	P1	0.016666666666666666	15
barcode18	Methanomethylovorans	G	0.02	1
barcode18	Methanomethylovorans hollandica	S	0.02	1
barcode18	Methanomethylovorans hollandica DSM 15978	S1	0.02	1
barcode18	Methanomicrobia	C	0.011428571428571429	7
barcode18	Methanosarcina	G	0.01	4
barcode18	Methanosarcina barkeri	S	0.01	1
barcode18	Methanosarcina barkeri str. Wiesmoor	S1	0.01	1
barcode18	Methanosarcina siciliae	S	0.02	1
barcode18	Methanosarcina sp. Kolksee	S	0	1
barcode18	Methanosarcina sp. MTP4	S	0.01	1
barcode18	Methanosarcinaceae	F	0.012	5
barcode18	Methanosarcinales	O	0.012	5
barcode18	Methanothermococcus	G	0.02	1
barcode18	Methanothermococcus thermolithotrophicus	S	0.02	1
barcode18	Methanothermococcus thermolithotrophicus DSM 2095	S1	0.02	1
barcode18	Methanothrix	G	0.01	1
barcode18	Methanotrichaceae	F	0.01	1
barcode18	Methanotrichales	O	0.01	1
barcode18	Metschnikowiaceae	F	0.02	8
barcode18	Microsporidia	P	0.016666666666666666	3
barcode18	Mucoromycota	P	0.018	35
barcode18	Mycosarcoma	G	0.016363636363636365	11
barcode18	Mycosarcoma maydis	S	0.016363636363636365	11
barcode18	Mycosphaerellaceae	F	0.015833333333333335	14
barcode18	Mycosphaerellales	O	0.015833333333333335	14
barcode18	Nakaseomyces	G	0.014	10
barcode18	Nakaseomyces glabratus	S	0.014	10
barcode18	Natrialbaceae	F	0.01	2
barcode18	Natrinema	G	0.01	1
barcode18	Natrinema salinisoli	S	0.01	1
barcode18	Natronomonadaceae	F	0.01	1
barcode18	Naumovozyma	G	0.015882352941176472	39
barcode18	Naumovozyma castellii	S	0.011666666666666667	19
barcode18	Naumovozyma dairenensis	S	0.01631578947368421	20
barcode18	Naumovozyma dairenensis CBS 421	S1	0.01631578947368421	20
barcode18	Nectriaceae	F	0.026347826086956523	214
barcode18	Neurospora	G	0.021363636363636362	81
barcode18	Neurospora crassa	S	0.021363636363636362	81
barcode18	Neurospora crassa OR74A	S1	0.021363636363636362	81
barcode18	Nitrosopumilaceae	F	0.01	2
barcode18	Nitrosopumilales	O	0.01	2
barcode18	Nitrosopumilus	G	0.01	2
barcode18	Nitrosopumilus cobalaminigenes	S	0.01	1
barcode18	Nitrosopumilus ureiphilus	S	0.01	1
barcode18	Nitrososphaeraceae	F	0.03	2
barcode18	Nitrososphaerales	O	0.03	2
barcode18	Nitrososphaeria	C	0.02	4
barcode18	Nitrososphaerota	P	0.018	5
barcode18	Nitrososphaerota incertae sedis	P1	0.01	1
barcode18	Nosematidae	F	0.02	2
barcode18	Octocorallia	C1	83.91206572769953	1140855
barcode18	Onygenaceae	F	0.0175	4
barcode18	Onygenales	O	0.0175	4
barcode18	Ophiocordycipitaceae	F	0.02736	225
barcode18	Opisthokonta	R3	84.23822429906542	1144358
barcode18	Penicillium	G	0.008333333333333333	6
barcode18	Penicillium oxalicum	S	0.006666666666666667	3
barcode18	Penicillium psychrofluorescens	S	0.01	3
barcode18	Pezizomycotina	P2	0.09909090909090909	1277
barcode18	Pichia	G	0.005	2
barcode18	Pichia kudriavzevii	S	0.005	2
barcode18	Pichiaceae	F	0.013333333333333332	6
barcode18	Pichiales	O	0.013333333333333332	6
barcode18	Pichiomycetes	C	0.028814814814814814	249
barcode18	Pleosporaceae	F	0.018235294117647058	17
barcode18	Pleosporales	O	0.018611111111111113	41
barcode18	Pleosporineae	O1	0.018611111111111113	41
barcode18	Pleosporomycetidae	C1	0.018611111111111113	41
barcode18	Plexauridae	F	83.91206572769953	1140855
barcode18	Pochonia	G	0.015	6
barcode18	Pochonia chlamydosporia	S	0.015	6
barcode18	Pochonia chlamydosporia 170	S1	0.015	6
barcode18	Podospora	G	0.023157894736842106	22
barcode18	Podospora bellae-mahoneyi	S	0.024615384615384615	14
barcode18	Podospora pseudoanserina	S	0.01	1
barcode18	Podospora pseudocomata	S	0.016666666666666666	3
barcode18	Podosporaceae	F	0.023157894736842106	22
barcode18	Primates	O	0.6234065934065934	856
barcode18	Promethearchaeaceae	F	0.03	1
barcode18	Promethearchaeales	O	0.03	1
barcode18	Promethearchaeati	K	0.03	1
barcode18	Promethearchaeia	C	0.03	1
barcode18	Promethearchaeota	P	0.03	1
barcode18	Promethearchaeum	G	0.03	1
barcode18	Promethearchaeum syntrophicum	S	0.03	1
barcode18	Psilocybe	G	0.01631578947368421	19
barcode18	Psilocybe cubensis	S	0.01631578947368421	19
barcode18	Puccinia	G	0.017586206896551725	36
barcode18	Puccinia striiformis	S	0.017272727272727273	24
barcode18	Puccinia striiformis f. sp. tritici	S1	0.017272727272727273	24
barcode18	Puccinia triticina	S	0.011818181818181818	12
barcode18	Pucciniaceae	F	0.017586206896551725	36
barcode18	Pucciniales	O	0.017586206896551725	36
barcode18	Pucciniomycetes	C	0.017586206896551725	36
barcode18	Pucciniomycotina	P1	0.017586206896551725	36
barcode18	Purpureocillium	G	0.017948717948717947	45
barcode18	Purpureocillium takamizusanense	S	0.017948717948717947	45
barcode18	Pyrenophora	G	0.015833333333333335	12
barcode18	Pyrenophora tritici-repentis	S	0.015833333333333335	12
barcode18	Pyricularia	G	0.0125	12
barcode18	Pyricularia grisea	S	0.016	5
barcode18	Pyricularia oryzae	S	0.01	3
barcode18	Pyricularia oryzae 70-15	S1	0.01	3
barcode18	Pyricularia pennisetigena	S	0.01	4
barcode18	Pyriculariaceae	F	0.0125	12
barcode18	Pyrobaculum	G	0.04	1
barcode18	Pyrobaculum aerophilum	S	0.04	1
barcode18	Pyrobaculum aerophilum str. IM2	S1	0.04	1
barcode18	Remersonia	G	0.01380952380952381	25
barcode18	Remersonia thermophila	S	0.01380952380952381	25
barcode18	Rhizoctonia	G	0.016666666666666666	4
barcode18	Rhizoctonia solani	S	0.016666666666666666	4
barcode18	Rhizophagus	G	0.018	35
barcode18	Rhizophagus irregularis	S	0.018	35
barcode18	Saccharolobus	G	0.0125	4
barcode18	Saccharolobus shibatae	S	0.013333333333333334	3
barcode18	Saccharolobus shibatae B12	S1	0.01	1
barcode18	Saccharolobus sp. A20	S	0.01	1
barcode18	Saccharomyces	G	0.016875	18
barcode18	Saccharomyces cerevisiae	S	0.012	5
barcode18	Saccharomyces cerevisiae S288C	S1	0.012	5
barcode18	Saccharomyces eubayanus	S	0.01375	8
barcode18	Saccharomyces kudriavzevii	S	0.03	1
barcode18	Saccharomyces kudriavzevii IFO 1802	S1	0.03	1
barcode18	Saccharomyces mikatae	S	0.01	1
barcode18	Saccharomyces mikatae IFO 1815	S1	0.01	1
barcode18	Saccharomyces paradoxus	S	0.025	2
barcode18	Saccharomycetaceae	F	0.023142857142857142	113
barcode18	Saccharomycetales	O	0.023142857142857142	113
barcode18	Saccharomycetes	C	0.023835616438356164	120
barcode18	Saccharomycodaceae	F	0.018333333333333333	6
barcode18	Saccharomycodales	O	0.018333333333333333	6
barcode18	Saccharomycodes	G	0.018333333333333333	6
barcode18	Saccharomycodes ludwigii	S	0.018333333333333333	6
barcode18	Saccharomycotina	P2	0.03930379746835443	414
barcode18	Salinilacihabitans	G	0.01	1
barcode18	Salinilacihabitans rarus	S	0.01	1
barcode18	Sarcopterygii	P6	0.6234065934065934	856
barcode18	Scheffersomyces	G	0.014	5
barcode18	Scheffersomyces stipitis	S	0.014	5
barcode18	Scheffersomyces stipitis CBS 6054	S1	0.014	5
barcode18	Schizosaccharomyces	G	0.01	1
barcode18	Schizosaccharomyces pombe	S	0.01	1
barcode18	Schizosaccharomycetaceae	F	0.01	1
barcode18	Schizosaccharomycetales	O	0.01	1
barcode18	Schizosaccharomycetes	C	0.01	1
barcode18	Sclerotiniaceae	F	0.017045454545454544	49
barcode18	Serinales	O	0.02900763358778626	243
barcode18	Simiiformes	O2	0.6234065934065934	856
barcode18	Sordaria	G	0.015625	16
barcode18	Sordaria macrospora	S	0.015625	16
barcode18	Sordariaceae	F	0.02075	97
barcode18	Sordariales	O	0.02614678899082569	168
barcode18	Sordariales incertae sedis	O1	0.01380952380952381	25
barcode18	Sordariomycetes	C	0.08015789473684211	990
barcode18	Sordariomycetidae	C1	0.02675438596491228	184
barcode18	Sporisorium	G	0.0125	8
barcode18	Sporisorium graminicola	S	0.0125	8
barcode18	Stenosarchaea group	P1	0.01647058823529412	19
barcode18	Strophariaceae	F	0.01631578947368421	19
barcode18	Sugiyamaella	G	0.01263157894736842	22
barcode18	Sugiyamaella lignohabitans	S	0.01263157894736842	22
barcode18	Sulfolobaceae	F	0.012857142857142857	7
barcode18	Sulfolobales	O	0.012857142857142857	7
barcode18	Sulfurisphaera	G	0.01	1
barcode18	Sulfurisphaera javensis	S	0.01	1
barcode18	Talaromyces	G	0.01852941176470588	40
barcode18	Talaromyces marneffei	S	0.01818181818181818	11
barcode18	Talaromyces rugulosus	S	0.0172	29
barcode18	Talaromyces sect. Islandici	G1	0.0172	29
barcode18	Talaromyces sect. Talaromyces	G1	0.01818181818181818	11
barcode18	Taphrinomycotina	P1	0.01	1
barcode18	Teleostomi	P4	0.6234065934065934	856
barcode18	Tetrapisispora	G	0.015	4
barcode18	Tetrapisispora phaffii	S	0.015	4
barcode18	Tetrapisispora phaffii CBS 4417	S1	0.015	4
barcode18	Tetrapoda	P8	0.6234065934065934	856
barcode18	Theria	C1	0.6234065934065934	856
barcode18	Thermoproteaceae	F	0.04	1
barcode18	Thermoproteales	O	0.04	1
barcode18	Thermoproteati	K	0.015625	16
barcode18	Thermoprotei	C	0.014545454545454545	11
barcode18	Thermoproteota	P	0.014545454545454545	11
barcode18	Thermothelomyces	G	0.0175	8
barcode18	Thermothelomyces thermophilus	S	0.0175	8
barcode18	Thermothelomyces thermophilus ATCC 42464	S1	0.0175	8
barcode18	Thermothielavioides	G	0.016666666666666666	10
barcode18	Thermothielavioides terrestris	S	0.016666666666666666	10
barcode18	Thermothielavioides terrestris NRRL 8126	S1	0.016666666666666666	10
barcode18	Torulaspora	G	0.01	2
barcode18	Torulaspora delbrueckii	S	0.01	2
barcode18	Tremellales	O	0.028602941176470588	260
barcode18	Tremellomycetes	C	0.029130434782608697	272
barcode18	Trichocomaceae	F	0.01852941176470588	40
barcode18	Trichoderma	G	0.018076923076923077	64
barcode18	Trichoderma asperellum	S	0.016923076923076923	30
barcode18	Trichoderma atroviride	S	0.01608695652173913	24
barcode18	Trichoderma breve	S	0.016	10
barcode18	Trichomonascaceae	F	0.01263157894736842	22
barcode18	Trichosporonaceae	F	0.011818181818181818	12
barcode18	Trichosporonales	O	0.011818181818181818	12
barcode18	Unikaryonidae	F	0.01	1
barcode18	Ustilaginaceae	F	0.015	19
barcode18	Ustilaginales	O	0.015	19
barcode18	Ustilaginoidea	G	0.016451612903225808	32
barcode18	Ustilaginoidea virens	S	0.016451612903225808	32
barcode18	Ustilaginomycetes	C	0.015	19
barcode18	Ustilaginomycotina	P1	0.0145	21
barcode18	Vairimorpha	G	0.02	2
barcode18	Vairimorpha necatrix	S	0.02	2
barcode18	Vanrija	G	0.01	3
barcode18	Vanrija pseudolonga	S	0.01	3
barcode18	Vertebrata	P2	0.6234065934065934	856
barcode18	Yamadazyma	G	0.01	1
barcode18	Yamadazyma tenuis	S	0.01	1
barcode18	Yarrowia	G	0.021666666666666667	6
barcode18	Yarrowia lipolytica	S	0.021666666666666667	6
barcode18	Zygosaccharomyces	G	0.015	2
barcode18	Zygosaccharomyces rouxii	S	0.015	2
barcode18	Zygotorulaspora	G	0.025	2
barcode18	Zygotorulaspora mrakii	S	0.025	2
barcode18	Zymoseptoria	G	0.01	3
barcode18	Zymoseptoria tritici	S	0.01	3
barcode18	Zymoseptoria tritici IPO323	S1	0.01	3
barcode18	cellular organisms	R1	84.24411214953271	1144445
barcode18	dothideomyceta	P4	0.019333333333333334	55
barcode18	leotiomyceta	P3	0.09909090909090909	1277
barcode18	root	R	84.24411214953271	1144445
barcode18	saccharomyceta	P1	0.1367	1801
barcode18	sordariomyceta	P4	0.08364583333333334	1045
barcode18	unclassified	U	17.87563981042654	200985
barcode18	unclassified Acidianus	G1	0.02	1
barcode18	unclassified Halorubrum	G1	0.01	2
barcode18	unclassified Methanosarcina	G1	0.005	2
barcode18	unclassified Saccharolobus	G1	0.01	1
barcode19	Agaricales	O	0.023333333333333334	6
barcode19	Agaricineae	O1	0.02	5
barcode19	Agaricomycetes	C	0.023333333333333334	6
barcode19	Agaricomycetidae	C1	0.023333333333333334	6
barcode19	Agaricomycotina	P1	0.036717557251908395	248
barcode19	Akanthomyces	G	0.0225	4
barcode19	Akanthomyces muscarius	S	0.0225	4
barcode19	Alternaria	G	0.0275	13
barcode19	Alternaria dauci	S	0.0275	13
barcode19	Alternaria sect. Porri	G1	0.0275	13
barcode19	Amniota	P9	0.08657608695652175	728
barcode19	Anthozoa	C	82.23759259259259	846735
barcode19	Apansporoblastina	P1	0.02	1
barcode19	Archaea	R2	0.0225	39
