specimen_id,chrom,n_positions,mean_coverage,median_coverage,sd_coverage,mean_methylation_5mC,positions_10x,pct_positions_10x
USNM_51892,CBDDTY010000045.1,24380,1.5437243642329779,1,2.5750826971964482,1.166005,252,1.03363412633306
USNM_51892,CBDDTY010000055.1,24282,1.8205254921340912,1,1.653451238000873,5.4360118726389635,148,0.6095049831150646
USNM_51892,CBDDTY010000072.1,24169,1.5003516901816376,1,1.0507686813429595,3.6792878338278934,33,0.13653854110637595
USNM_51892,CBDDTY010000041.1,24074,1.283874719614522,1,0.6409631198607743,4.114541607898449,0,0
USNM_51892,CBDDTY010000116.1,24014,2.4163821104355794,2,1.5260968548176115,2.3163809732573433,29,0.12076288831514949
USNM_51892,CBDDTY010000043.1,22747,1.594144282762562,1,1.4563785308600545,4.6233157894736845,162,0.7121818261748801
USNM_51892,CBDDTY010000111.1,22625,2.35646408839779,2,1.9904310196228696,0.16690789473684212,231,1.0209944751381217
USNM_51892,CBDDTY010000006.1,22563,1.4587155963302751,1,1.275502956047739,2.9360394736842106,130,0.5761645171298143
USNM_51892,CBDDTY010000076.1,22479,1.8837581742960097,1,1.4902963424855526,1.304500855675984,49,0.2179812269229058
USNM_51892,CBDDTY010000014.1,22139,1.599710917385609,1,1.0727161532003862,1.6675379779989523,15,0.06775373774786576
USNM_51892,CBDDTY010000051.1,20675,1.5667714631197098,1,1.3913275660363165,5.735195266272189,161,0.7787182587666264
USNM_51892,CBDDTY010000050.1,19715,1.4905909206188181,1,0.841713440830264,0.8441558441558441,0,0
USNM_51892,CBDDTY010000067.1,19522,1.4992316361028584,1,0.9437455303041363,3.66453787352328,0,0
USNM_51892,CBDDTY010000093.1,18253,1.436257053635019,1,0.8172707409747962,1.0726072607260726,0,0
USNM_51892,CBDDTY010000099.1,18013,1.7241991894742685,1,1.1554652832195027,3.6993211334120426,0,0
USNM_51892,CBDDTY010000079.1,17568,2.1880122950819674,1,5.10481026095818,2.628320284697509,609,3.4665300546448083
USNM_51892,CBDDTY010000100.1,16944,1.395715297450425,1,0.7375930413809996,3.9731200701139353,0,0
USNM_51892,CBDDTY010000068.1,16737,1.5665889944434486,1,1.273254920695136,1.033328,48,0.2867897472665352
USNM_51892,CBDDTY010000181.1,16669,2.2144099826024357,1,1.8940577939800514,0.7942049469964664,247,1.4817925490431338
USNM_51892,CBDDTY010000063.1,16560,1.5571256038647343,1,1.3448274438902734,1.2690355329949239,119,0.7185990338164252
USNM_51892,CBDDTY010000062.1,16485,1.65920533818623,1,1.713093438269302,1.9056011118832523,156,0.9463148316651502
USNM_51892,CBDDTY010000546.1,15800,2.1678481012658226,1,3.708275198201209,1.8879113448534937,450,2.848101265822785
USNM_51892,CBDDTY010000052.1,15583,1.376179169607906,1,0.9418614125941515,2.596674008810573,11,0.07058974523519221
USNM_51892,CBDDTY010000179.1,15495,3.324620845434011,2,3.9879866484109687,2.6785714285714284,1022,6.59567602452404
USNM_51892,CBDDTY010000670.1,14849,2.39342716681258,2,1.771527049767435,1.3637713310580204,122,0.8216041484275035
USNM_51892,CBDDTY010000141.1,14833,4.668509404705723,2,9.286590725883672,1.872886944818304,1441,9.714825052248365
USNM_51892,CBDDTY010000134.1,14430,1.362924462924463,1,0.723666277737693,1.4248704663212435,0,0
USNM_51892,OZ247669.1,14377,24.72469917228907,26,10.138332162106833,1.5536506622516557,13117,91.23600194755512
USNM_51892,CBDDTY010000113.1,14331,1.7464936152396902,1,1.1937851189681372,0.06101281269066504,0,0
USNM_51892,CBDDTY010000117.1,14131,1.7318661099709858,1,1.442726852439077,1.2643647912885663,88,0.6227443209963909
USNM_51892,CBDDTY010000078.1,14044,1.1984477356878382,1,0.4821034225961274,14.202334630350194,0,0
USNM_51892,CBDDTY010001809.1,13928,2.784391154508903,2,2.7853426358828655,1.2470222389747456,122,0.8759333716255026
USNM_51892,CBDDTY010000102.1,13901,1.3237177181497735,1,0.7092031331376305,1.4074044444444445,0,0
USNM_51892,CBDDTY010000054.1,13645,1.6074019787467937,1,1.1786932699797628,0.20920502092050208,29,0.21253206302674973
USNM_51892,CBDDTY010000349.1,13602,1.4347154830172033,1,0.803205078315905,0.530427135678392,0,0
USNM_51892,CBDDTY010000086.1,13520,1.5312869822485207,1,1.0926042186383644,3.3884751773049646,8,0.0591715976331361
USNM_51892,CBDDTY010000126.1,13491,1.7666592543176933,1,1.290308383749256,1.401836346336822,46,0.3409680527759247
USNM_51892,CBDDTY010001453.1,13317,2.0247052639483365,2,1.6659451920786554,0.5127628149435274,130,0.9761958399038823
USNM_51892,CBDDTY010000845.1,13187,2.1351330856146205,2,1.5207546613390452,1.552075,20,0.15166451808599377
USNM_51892,CBDDTY010000110.1,13185,1.4908608266970043,1,1.1389090523887053,1.3963480128893662,33,0.25028441410693975
USNM_51892,CBDDTY010000162.1,12800,1.6196875,1,1.0786928695875284,0.28600174216027874,0,0
USNM_51892,CBDDTY010000174.1,12605,1.5403411344704483,1,0.8148463987355856,0.19120458891013384,0,0
USNM_51892,CBDDTY010000585.1,12605,2.337564458548195,1,2.3557505625971027,0.6445144804088586,329,2.6100753669178895
USNM_51892,CBDDTY010000166.1,12420,1.6348631239935587,1,1.2701426222930714,0.772043935052531,33,0.26570048309178745
USNM_51892,CBDDTY010000040.1,12202,1.3296180953941976,1,0.8867646881724242,7.007267508610792,28,0.22947057859367317
USNM_51892,CBDDTY010000433.1,12164,1.6100789214074318,1,1.0255153261377132,1.459624217118998,0,0
USNM_51892,CBDDTY010000090.1,12123,1.4960818279303802,1,0.9799408666835767,3.467631067961165,0,0
USNM_51892,CBDDTY010001125.1,11996,3.2070690230076693,2,3.6475352764436866,2.1299505440158257,935,7.794264754918307
USNM_51892,CBDDTY010001274.1,11993,1.9684816142749937,1,1.5546012438997614,1.945162882527147,46,0.3835570749603936
USNM_51892,CBDDTY010000148.1,11854,1.462797367977054,1,1.0519731789978262,2.9734772727272727,28,0.2362071874472752
USNM_51892,CBDDTY010000261.1,11818,2.3482822812658655,1,2.684197108601118,1.7333364839319472,430,3.6385175156540868
USNM_51892,CBDDTY010000933.1,11772,2.767923887189942,2,2.7554591755304343,2.348795045045045,496,4.213387699626232
USNM_51892,CBDDTY010000082.1,11541,1.301966900615198,1,0.6292030495691976,11.544446177847114,0,0
USNM_51892,CBDDTY010000314.1,11519,1.5441444569841132,1,0.91034563042647,1.1758691206543967,0,0
USNM_51892,CBDDTY010000464.1,11464,1.6276168876482904,1,0.9241162242365852,2.17546362339515,0,0
USNM_51892,CBDDTY010001831.1,11458,2.7740443358352245,2,2.4276203130890903,5.824804270462633,320,2.7928085180659803
USNM_51892,CBDDTY010000666.1,11386,1.559722466186545,1,0.8232399931618215,0.7529426129426129,0,0
USNM_51892,CBDDTY010000119.1,11335,1.3110719011910013,1,0.6434889567388883,0.7039704329461457,0,0
USNM_51892,CBDDTY010000815.1,11304,1.9284324133050248,1,1.6594284311387586,0.6110060362173039,83,0.7342533616418967
USNM_51892,CBDDTY010001134.1,11283,2.585925728972791,2,1.7828747932570046,1.7789139344262295,47,0.41655588052822834
USNM_51892,CBDDTY010000118.1,11267,1.2781574509629892,1,0.6034293490459969,4.628522050059595,0,0
USNM_51892,CBDDTY010000219.1,11258,1.765500088825724,1,1.3168575874123378,6.775223160434258,0,0
USNM_51892,CBDDTY010000971.1,11230,1.9263579697239537,1,1.3815347164202851,1.7198898678414096,60,0.5342831700801425
USNM_51892,CBDDTY010001464.1,11043,1.7687222674997736,1,1.0025920342309131,0.25603567888999007,0,0
USNM_51892,CBDDTY010001551.1,11034,1.435562805872757,1,0.6982183406152646,0.5325443786982249,0,0
USNM_51892,CBDDTY010000435.1,10993,1.6338579095788228,1,1.1495394181641962,2.0071567567567565,2,0.01819339579732557
USNM_51892,CBDDTY010001241.1,10818,2.534849325198743,2,2.200106769669982,4.7225819134993445,194,1.7933074505453874
USNM_51892,CBDDTY010000120.1,10816,1.4141087278106508,1,1.0984041299744371,1.558896321070234,3,0.027736686390532544
USNM_51892,CBDDTY010000125.1,10809,1.4025349245998704,1,0.8773599107213449,0.9563908872901679,0,0
USNM_51892,CBDDTY010000143.1,10663,1.6716683860076902,1,1.3948988926075334,4.262993788819876,35,0.3282378317546657
USNM_51892,CBDDTY010001349.1,10631,1.8802558555168847,1,1.2052162304704368,0.27739251040221913,5,0.04703226413319537
USNM_51892,CBDDTY010000487.1,10598,1.3576146442725043,1,0.617342435267888,1.1378002528445006,0,0
USNM_51892,CBDDTY010000195.1,10559,1.3178331281371343,1,0.6366462389759138,1.556420233463035,0,0
USNM_51892,CBDDTY010001869.1,10543,3.0027506402352273,2,5.936175749589665,1.5424733475479744,383,3.6327421037655316
USNM_51892,CBDDTY010000008.1,10515,1.1763195435092724,1,0.5011973077831393,0.9547383309759547,0,0
USNM_51892,CBDDTY010000618.1,10506,1.3351418237197792,1,0.6067183470598091,1.3241237113402062,0,0
USNM_51892,CBDDTY010000277.1,10493,1.8731535309253788,1,1.4933505988931128,0.616991565135895,18,0.17154293338416088
USNM_51892,CBDDTY010000606.1,10484,1.3566386875238459,1,0.6405729295586924,0.2403846153846154,0,0
USNM_51892,CBDDTY010000685.1,10420,1.7085412667946258,1,1.1909470651192846,1.0764573570759137,0,0
USNM_51892,CBDDTY010000302.1,10416,1.4184907834101383,1,0.7935650144003279,1.9092959427207636,0,0
USNM_51892,CBDDTY010000312.1,10366,1.2503376422921089,1,0.5475352674512761,0.24204702627939143,0,0
USNM_51892,CBDDTY010000200.1,10358,1.58225526163352,1,0.8771953668394185,0.02098635886673662,0,0
USNM_51892,CBDDTY010000287.1,10308,1.7075087310826542,1,1.1210406789076879,4.950569395017793,0,0
USNM_51892,CBDDTY010000234.1,10305,1.4392042697719554,1,0.7255433733607729,1.5715948777648427,0,0
USNM_51892,CBDDTY010000077.1,10299,1.2576949218370717,1,0.7938683789227585,0.14797507788161993,0,0
USNM_51892,CBDDTY010000686.1,10227,1.649555099247091,1,1.2957076633582703,1.262100122100122,27,0.26400704018773835
USNM_51892,CBDDTY010002021.1,10203,2.240027442908948,1,1.9294855294057627,1.1564124783362217,147,1.4407527197882974
USNM_51892,CBDDTY010001079.1,10133,1.7320635547221948,1,1.1062554320047373,0.3723404255319149,0,0
USNM_51892,CBDDTY010000278.1,9977,2.000801844241756,1,1.795755754962283,0.4720052083333333,105,1.052420567304801
USNM_51892,CBDDTY010001376.1,9919,1.6747656013711059,1,0.932961307219448,0.3241491085899514,0,0
USNM_51892,CBDDTY010000990.1,9913,1.3346111167154242,1,0.6617881624955703,0.39229671897289586,0,0
USNM_51892,CBDDTY010000251.1,9908,1.8153007670569237,1,1.4027471786068038,3.5325718015665797,33,0.33306419055308845
USNM_51892,CBDDTY010000705.1,9866,1.4337117372795458,1,0.7436262349539529,4.344038709677419,0,0
USNM_51892,CBDDTY010000058.1,9863,1.2606711953766603,1,0.5935855286564178,3.88127397260274,0,0
USNM_51892,CBDDTY010000310.1,9850,1.8230456852791879,1,1.6290890781148533,1.4994250281848929,73,0.7411167512690355
USNM_51892,CBDDTY010000244.1,9840,1.9225609756097561,1,1.6529022132415268,0.38558599695586,84,0.853658536585366
USNM_51892,CBDDTY010000576.1,9798,1.6463563992651562,1,1.1855353309670233,0.8672737556561086,12,0.1224739742804654
USNM_51892,CBDDTY010000131.1,9786,1.4290823625587574,1,1.0117997321446015,4.797406015037594,0,0
USNM_51892,CBDDTY010001350.1,9766,1.6182674585295924,1,0.9476248955642312,0.098506389776357825,0,0
USNM_51892,CBDDTY010000214.1,9755,1.4872373141978472,1,0.8315814365582106,11.685,0,0
USNM_51892,CBDDTY010000930.1,9748,1.3384283955683216,1,0.628527776308633,3.4878822055137846,0,0
USNM_51892,CBDDTY010000133.1,9726,1.3152375077112892,1,0.7609682508507143,7.5939087018544935,0,0
USNM_51892,CBDDTY010001539.1,9723,1.8905687544996401,1,1.5245223504143655,1.229221635883905,22,0.22626761287668412
USNM_51892,CBDDTY010002543.1,9693,2.56618178066646,2,1.7806566694751327,3.9262839506172837,124,1.2792737026720313
USNM_51892,CBDDTY010000258.1,9671,1.888842932478544,1,1.349077824848851,1.0035994587280108,0,0
USNM_51892,CBDDTY010001070.1,9662,1.8663837714758849,1,1.5369210207057864,4.042694214876033,69,0.7141378596563859
USNM_51892,CBDDTY010000231.1,9657,1.411514963239101,1,0.9123019774743136,0.6944444444444444,0,0
USNM_51892,CBDDTY010000532.1,9584,1.9991652754590985,2,1.4151722301580487,6.77742088607595,18,0.18781302170283806
USNM_51892,CBDDTY010000115.1,9579,1.1838396492326966,1,0.4234288115081985,2.3480662983425415,0,0
USNM_51892,CBDDTY010000631.1,9578,1.4008143662560033,1,0.7397112768481319,0,0,0
USNM_51892,CBDDTY010000965.1,9527,1.5100241419124594,1,0.8561685799247746,2.168931506849315,0,0
USNM_51892,CBDDTY010000922.1,9520,1.4748949579831934,1,0.7786951931940761,0.33860045146726864,0,0
USNM_51892,CBDDTY010000123.1,9518,1.5281571758772852,1,0.9322964219350708,3.1758079268292683,0,0
USNM_51892,CBDDTY010000112.1,9512,1.576955424726661,1,0.9904214067975314,3.5621044992743105,0,0
USNM_51892,CBDDTY010000417.1,9490,1.3611169652265542,1,0.8457522609721281,0.5794058154235145,0,0
USNM_51892,CBDDTY010000702.1,9477,1.2786746860820934,1,0.5891430263472384,0.2518891687657431,0,0
USNM_51892,CBDDTY010000327.1,9469,1.443552645474707,1,0.7318482838276161,1.273532668881506,0,0
USNM_51892,CBDDTY010000442.1,9427,2.0078497931473427,1,2.481918894703059,0.6633457711442786,281,2.9807998302747425
USNM_51892,CBDDTY010000583.1,9420,1.879723991507431,1,1.3061358249930521,1.3779952550415184,1,0.010615711252653929
USNM_51892,CBDDTY010000779.1,9397,1.6081728211131212,1,0.9083883908547534,2.9115185185185184,0,0
USNM_51892,CBDDTY010000951.1,9394,1.5164998935490739,1,0.9031653833181258,1.0113228155339806,0,0
USNM_51892,CBDDTY010001527.1,9363,1.6500053401687493,1,1.0499217933933755,2.787396449704142,0,0
USNM_51892,CBDDTY010000315.1,9353,1.7623222495456004,1,1.2713801312197284,2.9869277108433736,0,0
USNM_51892,CBDDTY010000616.1,9299,1.2678782664802668,1,0.5664791310878261,0.37299126637554586,0,0
USNM_51892,CBDDTY010001419.1,9214,1.609073149555025,1,1.0063232992003788,1.2000611246943764,0,0
USNM_51892,CBDDTY010001561.1,9173,1.4835931538209963,1,0.7690579622690916,2.4887760097919216,0,0
USNM_51892,CBDDTY010000128.1,9110,1.55609220636663,1,1.2761626701445226,3.329810218978102,16,0.17563117453347968
USNM_51892,CBDDTY010001901.1,9101,2.0210965827930996,2,1.4313579756709685,0.4792556179775281,10,0.1098780353807274
USNM_51892,CBDDTY010000135.1,9088,1.4568661971830985,1,1.065226734015029,2.8098954248366015,9,0.09903169014084506
USNM_51892,CBDDTY010001011.1,9061,2.0453592318728617,2,1.31372267157249,2.4697607178464605,1,0.011036309458117205
USNM_51892,CBDDTY010001414.1,9041,2.264351288574273,1,2.4817519954355176,2.00130060292851,277,3.0638203738524497
USNM_51892,CBDDTY010000431.1,9023,1.1553806937825557,1,0.3882781861301561,0.37037037037037035,0,0
USNM_51892,CBDDTY010001121.1,9013,1.2944635526461779,1,0.5762434914108525,1.0802469135802468,0,0
USNM_51892,CBDDTY010000061.1,8986,1.4331181838415312,1,0.8188312332775581,2.1545319465081723,0,0
USNM_51892,CBDDTY010000262.1,8980,1.2946547884187083,1,0.6473143460103844,0.2397743300423131,0,0
USNM_51892,CBDDTY010000354.1,8969,1.6161221986843572,1,1.0458548191022554,4.231601731601732,0,0
USNM_51892,CBDDTY010000227.1,8962,1.768578442311984,1,1.1219588308182278,2.473806275579809,0,0
USNM_51892,CBDDTY010001282.1,8952,1.6519213583556747,1,1.1741160185652584,0.1721763085399449,5,0.05585344057193923
USNM_51892,CBDDTY010000253.1,8943,1.4809348093480934,1,0.7807299047598312,7.7399683544303794,0,0
USNM_51892,CBDDTY010000499.1,8933,1.339975372215381,1,0.6707448515712231,6.441462925851703,0,0
USNM_51892,CBDDTY010000377.1,8923,1.467667824722627,1,0.8979179738008177,2.7496382054992763,0,0
USNM_51892,CBDDTY010000101.1,8876,1.2306219017575484,1,0.6389178321922285,1.8881118881118881,0,0
USNM_51892,CBDDTY010000592.1,8860,1.439277652370203,1,0.7515894567362212,2.414744318181818,0,0
USNM_51892,CBDDTY010001022.1,8851,1.9345836628629534,2,1.1616821983802768,16.843859348198972,0,0
USNM_51892,CBDDTY010002179.1,8828,1.5497281377435432,1,0.8597839435217711,2.9012296296296296,0,0
USNM_51892,CBDDTY010000202.1,8795,2.6727686185332575,1,3.1808899635504386,5.26126582278481,572,6.503695281409892
USNM_51892,CBDDTY010001443.1,8785,1.6433693796243598,1,0.9097276025457777,4.331800302571861,0,0
USNM_51892,CBDDTY010000869.1,8760,1.9376712328767123,1,1.4697920511841964,1.3636363636363635,0,0
USNM_51892,CBDDTY010000977.1,8733,1.9420588572082904,2,1.2073546277613514,2.429090909090909,0,0
USNM_51892,CBDDTY010001353.1,8728,2.535403299725023,2,2.1010634896096785,9.692220039292732,131,1.500916590284143
USNM_51892,CBDDTY010000605.1,8723,1.380717643012725,1,0.7454391406721835,2.1534320323014806,0,0
USNM_51892,CBDDTY010000239.1,8712,1.2151056014692379,1,0.4722699737641957,7.266070175438596,0,0
USNM_51892,CBDDTY010000416.1,8710,1.5898966704936854,1,1.1677091731979667,1.9534378920953577,0,0
USNM_51892,CBDDTY010002121.1,8678,1.6799953906430054,1,0.884889555997096,2.4566329479768787,0,0
USNM_51892,CBDDTY010000797.1,8652,3.2441054091539527,1,3.455489207231798,2.18068848758465,780,9.015256588072122
USNM_51892,CBDDTY010001310.1,8648,1.5863783533765032,1,0.8090127341567168,10.974261241970021,0,0
USNM_51892,CBDDTY010000756.1,8630,1.5079953650057938,1,0.8596589998318852,0.7588532883642496,0,0
USNM_51892,CBDDTY010000718.1,8566,1.3922484240018678,1,0.8561473933036082,3.767123287671233,0,0
USNM_51892,CBDDTY010000406.1,8565,1.535318155283129,1,0.8901982115863801,2.19561377245509,0,0
USNM_51892,CBDDTY010000296.1,8552,1.3297474275023387,1,0.6753518601490857,2.1613314840499305,0,0
USNM_51892,CBDDTY010000386.1,8538,1.2251112672757085,1,0.4671893815926684,6.9727891156462585,0,0
USNM_51892,CBDDTY010000189.1,8537,1.1679746983717934,1,0.4466794444231295,5.384615384615385,0,0
USNM_51892,CBDDTY010001049.1,8491,1.714521257802379,1,1.070539175323625,5.130350877192982,0,0
USNM_51892,CBDDTY010001563.1,8470,2.183471074380165,1,3.2194665224092742,0.7282061579651942,330,3.896103896103896
USNM_51892,CBDDTY010000326.1,8456,1.2307237464522234,1,0.5083406023793549,9.724950884086445,0,0
USNM_51892,CBDDTY010000421.1,8443,1.555252872201824,1,1.7709712257903383,9.477379095163807,122,1.4449840104228355
USNM_51892,CBDDTY010003131.1,8433,2.341396893157832,2,1.6357065313824588,2.9642952127659576,74,0.8775050397248904
USNM_51892,CBDDTY010000269.1,8425,1.9421958456973294,1,1.8094418850916574,3.355139116202946,57,0.6765578635014837
USNM_51892,CBDDTY010000316.1,8425,1.4392878338278932,1,1.050776164028377,2.4658652575957727,12,0.142433234421365
USNM_51892,CBDDTY010000582.1,8399,1.486605548279557,1,0.8044176612788051,2.828874092009685,0,0
USNM_51892,CBDDTY010001146.1,8351,1.4938330738833672,1,0.8759892545279891,2.769298780487805,0,0
USNM_51892,CBDDTY010000152.1,8348,1.1590800191662674,1,0.5016734586170282,1.5940193704600485,0,0
USNM_51892,CBDDTY010001393.1,8340,1.4489208633093524,1,0.9230652419588518,0.4925775978407557,0,0
USNM_51892,CBDDTY010000716.1,8334,2.2137029037676985,1,2.9202446008079375,4.355896487985213,268,3.2157427405807537
USNM_51892,CBDDTY010000843.1,8326,1.517415325486428,1,0.9305605387360829,1.1278195488721805,0,0
USNM_51892,CBDDTY010002268.1,8314,1.6599711330286264,1,0.9241496065340603,0.44622489959839357,0,0
USNM_51892,CBDDTY010001045.1,8306,1.9517216470021672,1,1.9708178158798109,3.113272471910112,127,1.5290151697568022
USNM_51892,CBDDTY010000264.1,8266,1.2622792160658118,1,0.5056700477238809,5.555555555555555,0,0
USNM_51892,CBDDTY010000784.1,8248,1.6785887487875848,1,1.2347254590645904,3.9320839813374806,2,0.024248302618816685
USNM_51892,CBDDTY010000059.1,8244,1.148592916060165,1,0.403336454768264,0.667779632721202,0,0
USNM_51892,CBDDTY010000374.1,8244,1.3235080058224162,1,0.5863715824587912,2,0,0
USNM_51892,CBDDTY010001356.1,8243,1.307291034817421,1,0.602976501285565,0.7923930269413629,0,0
USNM_51892,CBDDTY010000138.1,8235,2.748269581056466,1,3.909175986205511,3.766689189189189,557,6.76381299332119
USNM_51892,CBDDTY010001135.1,8227,1.949556338884162,1,1.6437544670509727,7.096302186878727,48,0.5834447550747538
USNM_51892,CBDDTY010000769.1,8208,1.5766325536062378,1,1.2079807582659954,0,45,0.5482456140350876
USNM_51892,CBDDTY010000909.1,8203,1.6190418139704985,1,0.945510424078285,3.070286944045911,0,0
USNM_51892,CBDDTY010000635.1,8199,1.3726064154165143,1,0.7789847234875665,2.154757142857143,0,0
USNM_51892,CBDDTY010000233.1,8196,1.5137872132747683,1,0.9251052111001381,6.199879725085911,0,0
USNM_51892,CBDDTY010001266.1,8189,1.2609598241543534,1,0.5000401615260536,0.37231274638633377,0,0
USNM_51892,CBDDTY010000186.1,8187,1.4750213753511665,1,0.9551154513674842,1.1094674556213018,0,0
USNM_51892,CBDDTY010000300.1,8179,1.4090964665607042,1,0.830540432777269,0.8188728323699422,0,0
USNM_51892,CBDDTY010001620.1,8172,1.9462799804209496,1,1.6060944735633154,2.6581658692185006,20,0.24473813020068524
USNM_51892,CBDDTY010001558.1,8164,1.7250122488975992,1,0.9403143981205906,0.9208103130755064,0,0
